column,dtype,missing_count,missing_rate,unique_count,sample_values,everyDB2_doc_meaning,inferred_nan_type,suggested_handling,reason,confidence
jt_combo_prize_log,float64,2680,5.9,9289,"10.915106645867503, 13.774689605110144, 13.49489336324516",コンビ賞金log,F,keep_nan_candidate,コンビ実績なし,high
p_x_e_interaction,float64,0,0.0,30282,"0.6688551817138889, 0.6598266188054003, 0.49094749683616296",PxE交互作用,N,keep_nan_candidate,欠損なし - 完全データ,high
p_minus_e_gap,float64,0,0.0,45437,"6.539735765251322, 3.199934430239355, 8.120284591517496",P-Eギャップ,N,keep_nan_candidate,欠損なし - 完全データ,high
p_win_corrected,float64,0,0.0,44619,"0.029377747665282804, 0.15520247631964643, 0.01141752486500858",補正勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
e_return_win_corrected,float64,0,0.0,45437,"20.394472476721862, 4.011921466888115, 40.1411252935885",補正払戻,N,keep_nan_candidate,欠損なし - 完全データ,high
ev_win_corrected,float64,0,0.0,45437,"0.5991436661876901, 0.6226601464609838, 0.45831229614897157",補正期待値,N,keep_nan_candidate,欠損なし - 完全データ,high
ev_win_calibrated,float64,0,0.0,10965,"0.652385776155459, 0.6396762358117905, 0.476633338704756",較正期待値,N,keep_nan_candidate,欠損なし - 完全データ,high
p_win_combined,float64,0,0.0,40702,"0.01457209375562124, 0.18488992350739217, 0.002665570951159724",統合勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
p_win_final,float64,0,0.0,42651,"0.015569811542791459, 0.19754891187553295, 0.0028480764713366296",最終勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
edge_win,float64,0,0.0,45432,"-0.6668060329842629, -0.26906902606052807, -0.8279761811312676",エッジ(単勝),N,keep_nan_candidate,欠損なし - 完全データ,high
win_selection_ev,float64,0,0.0,45437,"0.5991436661876901, 0.6226601464609838, 0.45831229614897157",投票判定EV,N,keep_nan_candidate,欠損なし - 完全データ,high
win_selection_edge,float64,0,0.0,45416,"-0.4008563338123099, -0.3773398535390162, -0.5416877038510284",投票判定エッジ,N,keep_nan_candidate,欠損なし - 完全データ,high
win_selection_prob,float64,0,0.0,42651,"0.015569811542791459, 0.19754891187553295, 0.0028480764713366296",投票判定確率,N,keep_nan_candidate,欠損なし - 完全データ,high
win_gate_score,float64,0,0.0,206,"0.2142467717091615, 0.6505496200417091, 0.17034348707522287",ゲートスコア,N,keep_nan_candidate,欠損なし - 完全データ,high
win_gate_pass,bool,0,0.0,2,"False, False, False",ゲート通過フラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
win_gate_rank,float64,0,0.0,18,"5.0, 2.0, 6.0",ゲート順位,N,keep_nan_candidate,欠損なし - 完全データ,high
win_gate_score_gap,float64,0,0.0,1429,"1.2753157371629298, 0.8390128888303823, 1.3192190217968685",ゲートスコアギャップ,N,keep_nan_candidate,欠損なし - 完全データ,high
runner_up_gate_score,float64,0,0.0,65,"0.6505496200417091, 0.6505496200417091, 0.6505496200417091",2着候補ゲートスコア,N,keep_nan_candidate,欠損なし - 完全データ,high
runner_up_gate_score_gap,float64,0,0.0,199,"0.8390128888303823, 0.8390128888303823, 0.8390128888303823",2着候補スコアギャップ,N,keep_nan_candidate,欠損なし - 完全データ,high
runner_up_win_selection_prob,float64,0,0.0,3327,"0.19754891187553295, 0.19754891187553295, 0.19754891187553295",2着候補投票確率,N,keep_nan_candidate,欠損なし - 完全データ,high
runner_up_win_selection_edge,float64,0,0.0,3327,"-0.3773398535390162, -0.3773398535390162, -0.3773398535390162",2着候補投票エッジ,N,keep_nan_candidate,欠損なし - 完全データ,high
runner_up_tanodds,float64,0,0.0,625,"3.7, 3.7, 3.7",2着候補単勝オッズ,N,keep_nan_candidate,欠損なし - 完全データ,high
market_condition_score,float64,0,0.0,3244,"0.35403788227113686, 0.35403788227113686, 0.35403788227113686",市場状態スコア,N,keep_nan_candidate,欠損なし - 完全データ,high
aggressive_strength,float64,0,0.0,853,"0.0, 0.0, 0.0",攻撃的強度,N,keep_nan_candidate,欠損なし - 完全データ,high
aggressive_tier,object,0,0.0,2,"weak, weak, weak",攻撃的ティア,N,keep_nan_candidate,欠損なし - 完全データ,high
ev_place_corrected,float64,0,0.0,1,"0.0, 0.0, 0.0",複勝補正期待値,N,keep_nan_candidate,欠損なし - 完全データ,high
EV_lower_win_corrected,float64,0,0.0,10987,"0.3269407356385825, 0.323127873535482, 0.12238675967815332",EV下限(補正),N,keep_nan_candidate,欠損なし - 完全データ,high
EV_upper_win_corrected,float64,0,0.0,35549,"2.192779072595503, 1.884495256124677, 0.5666752874317652",EV上限(補正),N,keep_nan_candidate,欠損なし - 完全データ,high
conformal_confidence_score,float64,0,0.0,40138,"0.028019210277791848, 0.08956813586373186, 0.14791218126146574",Conformal信頼度,N,keep_nan_candidate,欠損なし - 完全データ,high
EV_lower_place,float64,0,0.0,1,"0.0, 0.0, 0.0",複勝EV下限,N,keep_nan_candidate,欠損なし - 完全データ,high
kakuteijyuni,int64,0,0.0,18,"3, 2, 6",確定着順 (POST_RACE),D,leakage_or_drop_candidate,POST_RACE列 - 学習ターゲット/評価用. 特徴量投入不可,high
confirmed_odds,float64,0,0.0,4483,"30.4, 2.9, 85.8",確定オッズ (POST_RACE),D,leakage_or_drop_candidate,POST_RACE列 - 学習ターゲット/評価用. 特徴量投入不可,high
win_selection_ev_raw,float64,0,0.0,45437,"0.5991436661876901, 0.6226601464609838, 0.45831229614897157",生EV,N,keep_nan_candidate,欠損なし - 完全データ,high
win_selection_edge_raw,float64,0,0.0,45416,"-0.4008563338123099, -0.3773398535390162, -0.5416877038510284",生エッジ,N,keep_nan_candidate,欠損なし - 完全データ,high
win_selection_ev_tail_calibrated,float64,0,0.0,45437,"0.5991436661876901, 0.6226601464609838, 0.45831229614897157",テール較正EV,N,keep_nan_candidate,欠損なし - 完全データ,high
selected_rank_by_p_win_final,float64,0,0.0,18,"5.0, 2.0, 7.0",p_win_final順位,N,keep_nan_candidate,欠損なし - 完全データ,high
selected_rank_by_win_selection_ev,float64,0,0.0,18,"5.0, 3.0, 6.0",win_selection_ev順位,N,keep_nan_candidate,欠損なし - 完全データ,high
excluded_reason,object,3541,7.79,18,"negative_or_zero_edge|low_probability, negative_or_zero_edge, negative_or_zero_edge|low_probability",除外理由,N,keep_nan_candidate,"投票対象外=NaN, 対象=理由文字列",high
filter_pass_flags,object,0,0.0,18,"edge=False;odds=True;odds_tail=True;ev_tail=True;prob_rank=True;prob_floor=False, edge=False;odds=True;odds_tail=True;ev_tail=True;prob_rank=True;prob_floor=True, edge=False;odds=True;odds_tail=True;ev_tail=True;prob_rank=True;prob_floor=False",フィルタ通過フラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
candidate_count_before_filter,int64,0,0.0,12,"0, 0, 0",フィルタ前候補数,N,keep_nan_candidate,欠損なし - 完全データ,high
candidate_count_after_filter,int64,0,0.0,6,"0, 0, 0",フィルタ後候補数,N,keep_nan_candidate,欠損なし - 完全データ,high
is_actual_bet,bool,0,0.0,2,"False, False, False",実際投票フラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
stake,float64,43207,95.09,2,"100.0, 100.0, 100.0",掛け金,D,leakage_or_drop_candidate,95%欠損. 投票結果(レース後). BT専用,high
result,float64,43207,95.09,116,"0.0, 0.0, 0.0",投票結果(払戻),D,leakage_or_drop_candidate,95%欠損. 払戻金(レース後). BT専用,high
final_odds,float64,43207,95.09,270,"3.9, 7.3, 7.6",最終オッズ,D,leakage_or_drop_candidate,95%欠損. 確定オッズ(レース後). BT専用,high
